objectcode,objectdescription,recologyid,roadwayid,roadwaydescription,cantype,cancolor,streetcorner,onstreet,fromstreet,installeddate,removeddate,latitude,longitude,globalid,objectid,point,analysis_neighborhood,supervisor_district,data_as_of,data_loaded_at
CAN-3263456,495 25TH AVE,10513263456,,,RENAISSANCE / METAL,,,,,1998/06/01 12:00:00 AM,,37.780260468,-122.484790119,58111fc3-ef87-4f41-85cd-0be2aab41107,1887,POINT (-122.484790119 37.780260468),Outer Richmond,1,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3371200,1193 PLYMOUTH AVE,10513371200,,,RENAISSANCE / METAL,,,,,1999/02/04 12:00:00 AM,,37.723691905,-122.45619771,3503355c-9ea9-497b-9411-113f41200256,1927,POINT (-122.45619771 37.723691905),Oceanview/Merced/Ingleside,11,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3369188,2011 LINCOLN WAY,10513369188,,,RENAISSANCE / METAL,,,,,1999/01/29 12:00:00 AM,,37.765283951,-122.479598554,6609ebf1-f9e7-4d33-913a-0464b155d8b6,1923,POINT (-122.479598554 37.765283951),Sunset/Parkside,4,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5709241,2661 OCEAN AVE,10515709241,9849000,OCEAN AVE: LAGUNITAS DR - 19TH AVE,RENAISSANCE / METAL,,,OCEAN AVE,LAGUNITAS DR,2014/12/01 12:00:00 AM,,37.732012,-122.474325,0977019d-d610-47e3-833f-59367aec3ff1,817,POINT (-122.474325 37.732012),West of Twin Peaks,7,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1492511,375 WOODSIDE AVE,10511492511,13717101,WOODSIDE AVE: ULLOA ST - OSHAUGHNESSY BLVD \ PORTOLA,RENAISSANCE / METAL,,,WOODSIDE AVE,ULLOA ST,1988/01/01 12:00:00 AM,,37.74573,-122.452167,d8e8ce45-83cc-48eb-b55a-0e18f430fb84,425,POINT (-122.452167 37.74573),Twin Peaks,7,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1090653,3800 MISSION ST,10511090653,9146000,MISSION ST: RICHLAND AVE - COLLEGE AVE \ CRESCENT AVE,RENAISSANCE / METAL,,,MISSION ST,RICHLAND AVE,1988/01/01 12:00:00 AM,,37.735849,-122.424842,df8e8773-7da4-4599-a5ee-cf93ea1034cf,105,POINT (-122.424842 37.735849),Bernal Heights,8,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1042803,525 MARKET ST,10011042803,8742101,MARKET ST: 01ST ST \ BUSH ST - 02ND ST,RENAISSANCE / METAL,,,MARKET ST,01ST ST \ BUSH ST,2013/05/01 12:00:00 AM,,37.790535,-122.399439,d8603080-c52f-4139-b66a-bc795440a529,69,POINT (-122.399439 37.790535),Financial District/South Beach,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5258959,400 SPRUCE ST,10515258959,12061000,SPRUCE ST: SACRAMENTO ST - CALIFORNIA ST,RENAISSANCE / METAL,,,SPRUCE ST,SACRAMENTO ST,2011/06/01 12:00:00 AM,,37.787325,-122.453519,30870898-7756-4947-ae9a-471e042ad98c,688,POINT (-122.453519 37.787325),Presidio Heights,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6925903,112 CATALINA ST,10516925903,15148000,CATALINA ST: MEMORY LN \ MIDDLE POINT RD - IRONWOOD WAY,RENAISSANCE / METAL,,,CATALINA ST,MEMORY LN \ MIDDLE POINT RD,2025/02/12 12:00:00 AM,,37.736218,-122.379517,487bd67c-0b38-455d-819d-b590c5b24f77,1288,POINT (-122.379517 37.736218),Bayview Hunters Point,10,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-602771,695 BRYANT ST,1001602771,3285000,BRYANT ST: 04TH ST \ I-80 E OFF RAMP - 05TH ST \ I-80 E ON RAMP,CEMENT / CONCRETE,,,BRYANT ST,04TH ST \ I-80 E OFF RAMP,2000/01/01 12:00:00 AM,,37.777867,-122.399962,ae571c6a-75c8-4027-b59d-9eec626cb530,923,POINT (-122.399962 37.777867),South of Market,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6650964,1599 REVERE AVE,10516650964,10977000,REVERE AVE: KEITH ST - LANE ST,RENAISSANCE / METAL,,,REVERE AVE,KEITH ST,2022/09/14 12:00:00 AM,,37.731451,-122.390094,b2e9122f-4ac6-41e7-9e0c-3b7b0988c0f1,1215,POINT (-122.390094 37.731451),Bayview Hunters Point,10,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1279793,899 BAY ST,10011279793,2781000,BAY ST: HYDE ST - LARKIN ST,CEMENT / CONCRETE,,,BAY ST,HYDE ST,2021/04/26 12:00:00 AM,,37.804518,-122.421754,9dc900b9-2315-443d-9ea4-cc02a5709599,260,POINT (-122.421754 37.804518),Russian Hill,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5500335,601 MASONIC AVE,10515500335,8849000,MASONIC AVE: FULTON ST - GROVE ST,RENAISSANCE / METAL,,,MASONIC AVE,FULTON ST,2013/05/15 12:00:00 AM,,37.775598,-122.44678,a43a0831-6b90-4478-9307-ae015310f80f,719,POINT (-122.44678 37.775598),Lone Mountain/USF,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3371770,3896 18TH ST,10513371770,888000,18TH ST: CHURCH ST - SANCHEZ ST,RENAISSANCE / METAL,,,18TH ST,CHURCH ST,1999/02/04 12:00:00 AM,,37.761307,-122.430263,408910a8-f15e-450b-8b77-273b7bd1fa50,538,POINT (-122.430263 37.761307),Castro/Upper Market,8,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6163364,699 PENNSYLVANIA AVE,10516163364,10335000,PENNSYLVANIA AVE: 20TH ST - 22ND ST,RENAISSANCE / METAL,,,,20TH ST,2018/10/08 12:00:00 AM,,37.757841,-122.392941,48ba57d3-4650-4149-8925-983ab2e8d783,1000,POINT (-122.392941 37.757841),Potrero Hill,10,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5765268,2200 FULTON ST,10515765268,5902000,FULTON ST: PARKER AVE - SHRADER ST,RENAISSANCE / METAL,,,FULTON ST,PARKER AVE,2015/06/19 12:00:00 AM,,37.775035,-122.452824,9dd73eb9-a92c-4c2d-a094-a980b320bec5,854,POINT (-122.452824 37.775035),Lone Mountain/USF,1,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1021906,131 CALIFORNIA ST,10011021906,3525000,CALIFORNIA ST: DAVIS ST - FRONT ST,RENAISSANCE / METAL,,,CALIFORNIA ST,DAVIS ST,2012/09/01 12:00:00 AM,,37.793407,-122.39797,e6ffa220-cc95-4f16-994f-6cd5fbe35451,31,POINT (-122.39797 37.793407),Financial District/South Beach,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1217926,2501 JACKSON ST,10011217926,7405000,JACKSON ST: STEINER ST - PIERCE ST,RENAISSANCE / METAL,,,JACKSON ST,STEINER ST,2019/07/01 12:00:00 AM,,37.791173,-122.43767,080ab200-698c-4f09-ad67-00aaf22e0060,192,POINT (-122.43767 37.791173),Pacific Heights,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6964456,1200 TARAVAL ST,10516964456,12398000,TARAVAL ST: 22ND AVE - 23RD AVE,RENAISSANCE / METAL,,,TARAVAL ST,22ND AVE,2025/05/29 12:00:00 AM,,37.743795,-122.480043,7123c7ee-946f-4798-8ce0-1494923b3f9e,1305,POINT (-122.480043 37.743795),Sunset/Parkside,4,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1287598,601 MISSION ST,10011287598,9092000,MISSION ST: 02ND ST - NEW MONTGOMERY ST,BIG BELLY,,,MISSION ST,02ND ST,2021/07/01 12:00:00 AM,,37.78776,-122.399848,8651ca86-b9c2-42aa-824d-0baf6d1e4d3b,274,POINT (-122.399848 37.78776),Financial District/South Beach,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1091610,3150 WASHINGTON ST,10011091610,13444000,WASHINGTON ST: BAKER ST - LYON ST,CEMENT / CONCRETE,,,WASHINGTON ST,BAKER ST,2014/12/01 12:00:00 AM,,37.790647,-122.445355,e2c7ddef-f3a5-4d58-81d6-cec62b2c1558,113,POINT (-122.445355 37.790647),Pacific Heights,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1308196,401 VAN NESS AVE,10011308196,13146101,VAN NESS AVE: GROVE ST - MCALLISTER ST,RENAISSANCE / METAL,,,VAN NESS AVE,GROVE ST,2022/03/08 12:00:00 AM,,37.778947,-122.421549,9b566708-63fd-417f-8f51-44a314629cc0,300,POINT (-122.421549 37.778947),Hayes Valley,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1365931,600 UNION ST,10011365931,12848000,UNION ST: STOCKTON ST - COLUMBUS AVE,RENAISSANCE / METAL,,,UNION ST,STOCKTON ST,2024/06/20 12:00:00 AM,,37.800495,-122.409231,dfb336aa-773b-4af5-b9c4-c16525d40aae,368,POINT (-122.409231 37.800495),North Beach,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-2912566,1101 VALENCIA ST,10512912566,13071000,VALENCIA ST: 22ND ST - 23RD ST,RENAISSANCE / METAL,,,VALENCIA ST,22ND ST,1995/09/14 12:00:00 AM,,37.75525,-122.420908,b1dce072-3df3-41af-89e1-3c324a8773a2,486,POINT (-122.420908 37.75525),Mission,9,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6214035,111 GOUGH ST,10516214035,6313000,GOUGH ST: PAGE ST - LILY ST,RENAISSANCE / METAL,,,GOUGH ST,PAGE ST,2019/04/09 12:00:00 AM,,37.77424,-122.422583,35b54842-b6b3-4388-8961-5e38e27393c4,1016,POINT (-122.422583 37.77424),Hayes Valley,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5503172,1 11TH ST,10515503172,508000,11TH ST: MARKET ST - MISSION ST,RENAISSANCE / METAL,,,11TH ST,MARKET ST,2013/05/22 12:00:00 AM,,37.77555,-122.418575,e8951cd4-42f4-4f6c-823a-76157c2a9301,727,POINT (-122.418575 37.77555),South of Market,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6371959,1489 FOLSOM ST,10516371959,5682000,FOLSOM ST: JUNIPER ST - 11TH ST,BIG BELLY,,,FOLSOM ST,JUNIPER ST,2020/09/14 12:00:00 AM,,37.771902,-122.413719,75349a06-677f-4538-a49a-a9f30466373b,1106,POINT (-122.413719 37.771902),South of Market,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6320790,1150 THOMAS AVE,10516320790,12569000,THOMAS AVE: GRIFFITH ST - HAWES ST,RENAISSANCE / METAL,,,THOMAS AVE,GRIFFITH ST,2020/03/16 12:00:00 AM,,37.725749,-122.382799,c4afb055-0ba2-4db2-b508-f11ee148acac,1064,POINT (-122.382799 37.725749),Bayview Hunters Point,10,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-602474,400 BEACH ST,1001602474,2842000,BEACH ST: TAYLOR ST - JONES ST,BIG BELLY,,,BEACH ST,TAYLOR ST,2000/01/01 12:00:00 AM,,37.807324,-122.415676,10e0d09f-6272-415d-8e66-6179a8ff7537,921,POINT (-122.415676 37.807324),North Beach,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-749879,400 NORTH POINT ST,1001749879,9690000,NORTH POINT ST: MASON ST - TAYLOR ST,RENAISSANCE / METAL,,,NORTH POINT ST,MASON ST,2003/08/01 12:00:00 AM,,37.806556,-122.414626,a195d2b4-e1d5-4259-af94-441091e511f6,1336,POINT (-122.414626 37.806556),North Beach,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6009120,4801 CALIFORNIA ST,10516009120,3586000,CALIFORNIA ST: 10TH AVE - 11TH AVE,RENAISSANCE / METAL,,,CALIFORNIA ST,10TH AVE,2017/06/06 12:00:00 AM,,37.78447,-122.469081,4e90c219-8e44-451c-9211-5c9dacaa5d77,914,POINT (-122.469081 37.78447),Inner Richmond,1,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1319946,500 EDDY ST,10011319946,5063000,EDDY ST: HYDE ST - LARKIN ST,BIG BELLY,,,eddy ST,HYDE ST,2022/08/01 12:00:00 AM,,37.783564,-122.415943,d4d586c6-0073-46c4-8923-fdba92ca022c,315,POINT (-122.415943 37.783564),Tenderloin,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5125513,3800 CALIFORNIA ST,10515125513,3575000,CALIFORNIA ST: JORDAN AVE - PALM AVE,RENAISSANCE / METAL,,,CALIFORNIA ST,JORDAN AVE,2010/07/15 12:00:00 AM,,37.786082,-122.457072,d407c7f2-be0a-4f3b-b479-dd7f0b935503,651,POINT (-122.457072 37.786082),Presidio Heights,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1013663,2336 CHESTNUT ST,10011013663,3982000,CHESTNUT ST: SCOTT ST - DIVISADERO ST,CEMENT / CONCRETE,,,CHESTNUT ST,SCOTT ST,2012/06/01 12:00:00 AM,,37.800204,-122.441932,b2f69466-421c-4767-9a40-3de2e7f0d205,6,POINT (-122.441932 37.800204),Marina,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5972948,4501 MISSION ST,10515972948,9161000,MISSION ST: EXCELSIOR AVE - SANTA ROSA AVE,RENAISSANCE / METAL,,,MISSION ST,EXCELSIOR AVE,2017/03/01 12:00:00 AM,,37.726064,-122.433543,8c6a67df-33b3-45a0-85a1-882a137c6ee6,908,POINT (-122.433543 37.726064),Excelsior,11,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6660948,500 VALENCIA ST,10516660948,13060000,VALENCIA ST: 16TH ST - 17TH ST,BIG BELLY,,,VALENCIA ST,16TH ST,2022/08/01 12:00:00 AM,,37.764664,-122.42216,6b913108-9f66-4a6d-a3c3-19abf13ccb7d,1224,POINT (-122.42216 37.764664),Mission,9,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6101992,1532 OFARRELL ST,10516101992,9737000,OFARRELL ST: HOLLIS ST - WEBSTER ST,CEMENT / CONCRETE,,,OFARRELL ST,HOLLIS ST,2018/04/06 12:00:00 AM,,37.784087,-122.430127,a1b84b9d-9a5b-45d3-af81-f202ec7d38e9,975,POINT (-122.430127 37.784087),Western Addition,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1368745,267 08TH ST,10011368745,411000,08TH ST: CLEMENTINA ST - FOLSOM ST,BIG BELLY,,,08TH ST,CLEMENTINA ST,2024/07/05 12:00:00 AM,,37.775764,-122.410509,81673e70-ffec-425e-8196-dab8d6222964,374,POINT (-122.410509 37.775764),South of Market,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1244698,1699 STOCKTON ST,10011244698,12214000,STOCKTON ST: UNION ST - FILBERT ST,RENAISSANCE / METAL,,,STOCKTON ST,UNION ST,2020/04/03 12:00:00 AM,,37.801335,-122.409432,14a002f7-cfb9-43d4-b679-9da28286c322,212,POINT (-122.409432 37.801335),North Beach,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-4517108,2501 SAN BRUNO AVE,10514517108,11375000,SAN BRUNO AVE: THORNTON AVE - FELTON ST,RENAISSANCE / METAL,,,SAN BRUNO AVE,THORNTON AVE,2006/04/19 12:00:00 AM,,37.730326,-122.404637,a440ba5b-8b96-4b4e-ba49-e47932ea4ccd,620,POINT (-122.404637 37.730326),Portola,9,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-998799,500 BATTERY ST,1001998799,2760000,BATTERY ST: WASHINGTON ST - JACKSON ST,CEMENT / CONCRETE,,,BATTERY ST,WASHINGTON ST,2011/11/01 12:00:00 AM,,37.79635,-122.400431,dabd7d34-dc6f-49b1-9d98-56a791d0859b,1386,POINT (-122.400431 37.79635),Financial District/South Beach,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3397759,655 DE HARO ST,10513397759,4633000,DE HARO ST: 18TH ST - 19TH ST,RENAISSANCE / METAL,,,DE HARO ST,18TH ST,1999/03/01 12:00:00 AM,,37.761678,-122.400814,44aff94b-d566-4965-bb92-8abad790e6c1,549,POINT (-122.400814 37.761678),Potrero Hill,10,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6329361,200 DOLORES ST,10516329361,4864201,DOLORES ST: 15TH ST - ALERT ALY,RENAISSANCE / METAL,,,DOLORES ST,15TH ST,2020/05/05 12:00:00 AM,,37.76608,-122.426745,1300497f-18ad-42d7-a387-c2e0a5c55775,1067,POINT (-122.426745 37.76608),Castro/Upper Market,8,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5412580,1201 FUNSTON AVE,10515412580,5965000,FUNSTON AVE: LINCOLN WAY - IRVING ST,RENAISSANCE / METAL,,,FUNSTON AVE,LINCOLN WAY,2012/08/16 12:00:00 AM,,37.765476,-122.470848,5553728e-ce33-4c6d-a334-f9ef46870667,703,POINT (-122.470848 37.765476),Inner Sunset,7,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1364108,2500 WASHINGTON ST,10011364108,13440000,WASHINGTON ST: FILLMORE ST - STEINER ST,RENAISSANCE / METAL,,,WASHINGTON ST,FILLMORE ST,2024/05/01 12:00:00 AM,,37.791676,-122.434579,091671ee-2582-4d4b-9d16-8989af9cf29b,363,POINT (-122.434579 37.791676),Pacific Heights,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1042415,498 COLUMBUS AVE,10011042415,4294000,COLUMBUS AVE: VALLEJO ST - GREEN ST \ STOCKTON ST,RENAISSANCE / METAL,,,COLUMBUS AVE,VALLEJO ST,2013/05/01 12:00:00 AM,,37.799507,-122.408935,8907fb05-c559-4918-9be6-50f18e921f1f,57,POINT (-122.408935 37.799507),North Beach,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-2708741,488 PRESIDIO AVE,10512708741,10765000,PRESIDIO AVE: SACRAMENTO ST - CALIFORNIA ST,RENAISSANCE / METAL,,,PRESIDIO AVE,SACRAMENTO ST,1994/11/08 12:00:00 AM,,37.787521,-122.446677,cad67095-28bc-4a71-9844-92fe3a5fb5c7,478,POINT (-122.446677 37.787521),Presidio Heights,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-496257,3101 CESAR CHAVEZ ST,1051496257,2485101,CESAR CHAVEZ ST: HARRISON ST - FOLSOM ST,RENAISSANCE / METAL,,,CESAR CHAVEZ ST,HARRISON ST,1988/01/01 12:00:00 AM,,37.74823,-122.411513,cc320a31-74c3-41d9-bd31-c0a74281868e,641,POINT (-122.411513 37.74823),Bernal Heights,9,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3434917,1545 EDDY ST,10513434917,5072000,EDDY ST: FILLMORE ST - STEINER ST,RENAISSANCE / METAL,,,EDDY ST,FILLMORE ST,1999/06/01 12:00:00 AM,,37.781225,-122.433048,9e520caf-32af-4f21-bbb0-7c7e45517c53,556,POINT (-122.433048 37.781225),Western Addition,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-949636,2398 SACRAMENTO ST,1001949636,11254000,SACRAMENTO ST: BUCHANAN ST - WEBSTER ST,CEMENT / CONCRETE,,,SACRAMENTO ST,BUCHANAN ST,2010/03/01 12:00:00 AM,,37.790105,-122.432346,fb832e51-7752-4c38-9280-71477d610757,1382,POINT (-122.432346 37.790105),Pacific Heights,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6266233,4101 SAN BRUNO AVE,10516266233,11397000,SAN BRUNO AVE: TEDDY AVE \ WABASH TER - RACINE LN,RENAISSANCE / METAL,,,SAN BRUNO AVE,TEDDY AVE \ WABASH TER,2019/09/12 12:00:00 AM,,37.712986,-122.402029,4697da09-d670-4a2e-8e86-a297800d9f49,1032,POINT (-122.402029 37.712986),Visitacion Valley,10,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6710529,398 WEST PORTAL AVE,10516710529,13579201,WEST PORTAL AVE: 14TH AVE - 15TH AVE,RENAISSANCE / METAL,,,WEST PORTAL AVE,14TH AVE,2023/03/30 12:00:00 AM,,37.736884,-122.470555,513cd16a-35f5-4dee-80f7-52d0e2331968,1233,POINT (-122.470555 37.736884),West of Twin Peaks,7,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-597781,2499 LOMBARD ST,1001597781,8463101,LOMBARD ST: SCOTT ST - DIVISADERO ST,CEMENT / CONCRETE,,,LOMBARD ST,SCOTT ST,2000/01/01 12:00:00 AM,,37.798876,-122.44233,990ac8ac-c49d-43fc-a17e-d782ddfb8463,910,POINT (-122.44233 37.798876),Marina,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1021302,398 PINE ST,10011021302,10459000,PINE ST: PETRARCH PL - MONTGOMERY ST,RENAISSANCE / METAL,,,PINE ST,PETRARCH PL,2012/09/01 12:00:00 AM,,37.791955,-122.402571,b23b14f5-054c-4147-a285-2b233f5275fb,27,POINT (-122.402571 37.791955),Financial District/South Beach,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5842430,2290 SUTTER ST,10515842430,12341000,SUTTER ST: PIERCE ST - SCOTT ST,RENAISSANCE / METAL,,,SUTTER ST,PIERCE ST,2016/02/26 12:00:00 AM,,37.785629,-122.437962,b1673e32-bb11-4434-b8b0-8c3dfb051080,872,POINT (-122.437962 37.785629),Pacific Heights,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5721121,547 CASTRO ST,10515721121,3791000,CASTRO ST: 18TH ST - 19TH ST,RENAISSANCE / METAL,,,CASTRO ST,18TH ST,2015/01/15 12:00:00 AM,,37.760138,-122.43488,dcc0f95c-c29b-4206-9af7-e4a417cd8ce2,839,POINT (-122.43488 37.760138),Castro/Upper Market,8,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1368323,500 ELLIS ST,10011368323,5175001,ELLIS ST: LEAVENWORTH ST - HYDE ST,BIG BELLY,,,ELLIS ST,LEAVENWORTH ST,2024/07/06 12:00:00 AM,,37.784732,-122.414708,d4741adb-3f4e-4d4f-ad74-2f7579a18407,370,POINT (-122.414708 37.784732),Tenderloin,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1110584,719 SANSOME ST,10011110584,11553000,SANSOME ST: GOLD ST - PACIFIC AVE,RENAISSANCE / METAL,,,SANSOME ST,GOLD ST,2015/06/19 12:00:00 AM,,37.796963,-122.402064,337774ce-6f8d-4114-b628-e9e7f69aeba0,134,POINT (-122.402064 37.796963),Chinatown,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5147509,98 LELAND AVE,10515147509,8293000,LELAND AVE: DESMOND ST - ALPHA ST,RENAISSANCE / METAL,,,LELAND AVE,DESMOND ST,2010/09/02 12:00:00 AM,,37.711987,-122.405407,f6f2f762-4e47-49d4-a3cb-85be43f4df8e,660,POINT (-122.405407 37.711987),Visitacion Valley,10,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-604983,399 FRONT ST,1001604983,5871000,FRONT ST: SACRAMENTO ST - CLAY ST,CEMENT / CONCRETE,,,FRONT ST,SACRAMENTO ST,2000/01/01 12:00:00 AM,,37.795128,-122.399212,2a40e91f-ed2b-46d6-9076-dd492505fbb6,948,POINT (-122.399212 37.795128),Financial District/South Beach,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6660294,1099 HAYES ST,10516660294,6822000,HAYES ST: STEINER ST - PIERCE ST,BIG BELLY,,,HAYES ST,STEINER ST,2022/05/18 12:00:00 AM,,37.775369,-122.434423,5089c376-4ee2-45f5-9b8d-2969703730e9,1218,POINT (-122.434423 37.775369),Hayes Valley,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6576243,908 CORTLAND AVE,10516576243,4430000,CORTLAND AVE: GATES ST - FOLSOM ST,RENAISSANCE / METAL,,,CORTLAND AVE,GATES ST,2022/02/23 12:00:00 AM,,37.738773,-122.413615,4915421e-81c8-4b6c-badc-fd0b17d83252,1186,POINT (-122.413615 37.738773),Bernal Heights,9,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-793257,2197 FILLMORE ST,1051793257,5553000,FILLMORE ST: CALIFORNIA ST - SACRAMENTO ST,RENAISSANCE / METAL,,,FILLMORE ST,CALIFORNIA ST,1988/01/01 12:00:00 AM,,37.789785,-122.434069,236f5103-bb87-460b-a59d-daf8a2121760,1360,POINT (-122.434069 37.789785),Pacific Heights,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3499027,500 14TH AVE,10513499027,557000,14TH AVE: ANZA ST - BALBOA ST,RENAISSANCE / METAL,,,14TH AVE,ANZA ST,1999/11/10 12:00:00 AM,,37.778651,-122.472635,1c96adec-9070-4f60-ac21-152914b733c9,561,POINT (-122.472635 37.778651),Outer Richmond,1,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1205947,475 SANSOME ST,10011205947,11548000,SANSOME ST: COMMERCIAL ST - CLAY ST,RENAISSANCE / METAL,,,SANSOME ST,COMMERCIAL ST,2019/01/01 12:00:00 AM,,37.794603,-122.40159,2bef3754-19b7-42a2-aa7e-b1854f6b2d74,185,POINT (-122.40159 37.794603),Chinatown,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1043124,198 STEUART ST,10011043124,12159000,STEUART ST: MISSION ST - HOWARD ST \ STEUART LN,RENAISSANCE / METAL,,,STEUART ST,MISSION ST,2013/05/01 12:00:00 AM,,37.792004,-122.391741,96a69bb6-96eb-4676-a6cc-4a446019a89b,77,POINT (-122.391741 37.792004),Financial District/South Beach,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1261551,1200 04TH ST,10011261551,19983000,04TH ST: MISSION ROCK ST - CHINA BASIN ST,RENAISSANCE / METAL,,,04TH ST,MISSION ROCK ST,2020/09/04 12:00:00 AM,,37.772799,-122.39144,d4d9560b-7507-4ac0-ad54-759be7aa95bf,237,POINT (-122.39144 37.772799),Mission Bay,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-568675,398 BATTERY ST,1001568675,2757000,BATTERY ST: COMMERCIAL ST - CLAY ST,RENAISSANCE / METAL,,,BATTERY ST,COMMERCIAL ST,1999/08/01 12:00:00 AM,,37.795009,-122.400258,f5878e22-4618-4b13-8eef-8c589e4c9d9c,772,POINT (-122.400258 37.795009),Financial District/South Beach,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1222769,1699 POST ST,10011222769,10644000,POST ST: LAGUNA ST - BUCHANAN ST,BIG BELLY,,,POST ST,LAGUNA ST,2019/09/17 12:00:00 AM,,37.78553,-122.429725,c2ad981b-fe1a-4cfa-bbd3-103d14cdb531,198,POINT (-122.429725 37.78553),Japantown,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
